Subject,Question,Option A,Option B,Option C,Option D,Answer,Cluster
Chemistry,How is sodium trioxocarbonate(IV) prepared in the laboratory?,By precipitation,By bubbling CO2 through NaOH,By direct combination,By heating NaHCO3,B,8
Chemistry,What is the test for hydrogen trioxocarbonate(IV) ion?,It gives CO2 with acids,It turns lime water milky,It liberates ammonia,It decolorizes bromine,A,8
Chemistry,What is the primary source of aromatic hydrocarbons?,Coal tar,Petroleum,Natural gas,Plants,A,0
Chemistry,Which petroleum fraction has the lowest boiling point?,Lubricating oil,Kerosene,Petrol,Petroleum gas,D,0
Chemistry,What is the main purpose of fractional distillation of crude oil?,To break down molecules,To separate into fractions,To remove impurities,To increase octane number,B,0
Chemistry,Which process converts straight-chain hydrocarbons to branched-chain ones?,Cracking,Reforming,Polymerization,Distillation,B,4
Chemistry,What is the octane number of a fuel that causes severe knocking?,0,50,100,25,A,0
Chemistry,Which of the following is a petrochemical?,Ethanol from fermentation,Methane from natural gas,Benzene from coal tar,All of the above,D,3
Chemistry,What is the primary raw material for the soap industry?,Petroleum,Animal fat or vegetable oil,Coal,Natural gas,B,3
Chemistry,Which industry produces substances like antibiotics and vaccines?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,B,3
Chemistry,What is the main component of cement?,Clay and limestone,Sand and water,Gypsum and salt,Coal and oil,A,3
Chemistry,Which of the following is a heavy chemical?,A perfume,A laboratory reagent,Sulphuric acid,A drug,C,7
Chemistry,What is the pH of a solution with hydroxide ion concentration of 1×10⁻³ mol/dm³?,3,11,7,14,B,8
Chemistry,Which salt is used in dry cells as an electrolyte?,Sodium chloride,Ammonium chloride,Calcium carbonate,Silver nitrate,B,5
Chemistry,What is the chemical name for baking soda?,Sodium carbonate,Sodium hydrogen trioxocarbonate(IV),Sodium trioxocarbonate(IV),Sodium chloride,B,7
Chemistry,Which property makes diamond suitable for jewelry?,Its hardness,Its electrical conductivity,Its refractive index,Its solubility,C,1
Chemistry,What is the main use of carbon black?,As a lubricant,In printer's ink,As a fuel,In nuclear reactors,B,1
Chemistry,Which gas is produced when calcium trioxocarbonate(IV) reacts with dilute HCl?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,C,8
Chemistry,What is the chemical test for carbon(II) oxide?,It turns lime water milky,It burns with a blue flame,It has no effect on lime water,It decolorizes bromine,B,1
Chemistry,Which product from destructive distillation of coal is used in making dyes?,Coal gas,Ammoniacal liquor,Coal tar,Coke,C,0
Chemistry,What is the primary composition of water gas?,CO and H2,CO and N2,CH4 and H2,CO2 and H2,A,0
Chemistry,Which process increases the yield of petrol from heavy oil fractions?,Reforming,Cracking,Polymerization,Distillation,B,4
Chemistry,What is the primary raw material for the Haber process?,Oxygen,Nitrogen,Hydrogen,Carbon,B,3
Chemistry,Which industry is associated with the production of urea?,Fertilizer industry,Pharmaceutical industry,Plastic industry,Paint industry,A,3
Chemistry,What is the chemical formula for tetraoxosulphate(VI) acid?,H2SO3,H2SO4,HNO3,HCl,B,8
Chemistry,Which of the following is a characteristic of a concentrated acid?,It contains a large amount of water,It contains a small amount of water,It has a low concentration of H+ ions,It turns blue litmus red,B,2
Chemistry,What is the basicity of an acid that has three replaceable hydrogen ions?,1,2,3,4,C,2
Chemistry,Which of the following turns blue litmus paper red?,Sodium hydroxide solution,Calcium hydroxide solution,Ethanoic acid solution,Ammonia solution,C,7
Chemistry,What gas is produced when dilute hydrochloric acid reacts with zinc?,Chlorine,Oxygen,Hydrogen,Nitrogen,C,2
Chemistry,Which method of acid preparation involves dissolving an acid anhydride in water?,Combination of elements,Displacement from salts,Using an acid anhydride,Precipitation,C,2
Chemistry,What is the pH of a solution with a hydrogen ion concentration of 1×10⁻⁵ mol/dm³?,5,9,7,14,A,8
Chemistry,Which of the following is a weak base?,Sodium hydroxide,Potassium hydroxide,Calcium oxide,Ammonia solution,D,6
Chemistry,What is the product when magnesium oxide reacts with nitric acid?,Magnesium nitrate and water,Magnesium nitride and oxygen,Magnesium and nitrogen,Magnesium hydroxide and nitrite,A,2
Chemistry,Which type of salt turns red litmus blue?,Normal salt,Acid salt,Basic salt,Double salt,C,5
Chemistry,What is the solubility rule for all sodium salts?,They are insoluble,They are soluble,They are slightly soluble,They decompose in water,B,5
Chemistry,Which salt is used as a drying agent for gases?,Sodium chloride,Calcium chloride,Silver chloride,Lead chloride,B,5
Chemistry,What is the process of converting a soluble salt to crystals called?,Evaporation,Decantation,Crystallization,Filtration,C,5
Chemistry,Which of the following is an example of a hydrated salt?,NaCl,KNO3,CuSO4·5H2O,AgNO3,C,5
Chemistry,What term describes sodium trioxocarbonate(IV) decahydrate when it loses water on exposure to air?,Deliquescence,Efflorescence,Hygroscopy,Hydrolysis,B,8
Chemistry,Which allotrope of carbon has a tetrahedral structure?,Graphite,Diamond,Charcoal,Lampblack,B,6
Chemistry,Why is graphite used in nuclear reactors?,It is a good lubricant,It is a good conductor,It slows down neutrons,It is transparent,C,1
Chemistry,What is the main impurity in coal?,Oxygen,Nitrogen,Sulphur,Hydrogen,C,0
Chemistry,Which form of carbon is used in gas masks to absorb poisonous gases?,Diamond,Graphite,Charcoal,Coke,C,1
Chemistry,What is the product when carbon burns in a limited supply of air?,Carbon dioxide,Carbon monoxide,Water,Hydrogen gas,B,1
Chemistry,How is carbon(IV) oxide commercially produced as a by-product?,From fermentation,From burning coal,From cracking petroleum,From electrolysis,A,1
Chemistry,What is observed when excess CO2 is bubbled through lime water?,Permanent milkyness,The milkiness disappears,A yellow precipitate,No change,B,1
Chemistry,Which gas is produced by the dehydration of methanoic acid?,CO2,CO,H2,CH4,B,4
Chemistry,What is the main use of producer gas?,In chemical synthesis,As a fuel in furnaces,In carbonated drinks,As an anesthetic,B,0
Chemistry,Which type of coal has the lowest carbon content?,Anthracite,Bituminous,Lignite,Peat,D,0
Chemistry,What is the solid residue left after destructive distillation of coal?,Coal tar,Coal gas,Ammoniacal liquor,Coke,D,0
Chemistry,Which fuel gas has the highest calorific value?,Producer gas,Water gas,Coal gas,Natural gas,B,0
Chemistry,What is the chemical formula for trioxocarbonate(IV) ion?,CO3²⁻,HCO3⁻,CO2,H2CO3,A,8
Chemistry,How is sodium trioxocarbonate(IV) prepared in the laboratory?,By precipitation,By bubbling CO2 through NaOH,By direct combination,By heating NaHCO3,B,8
Chemistry,What is the test for hydrogen trioxocarbonate(IV) ion?,It gives CO2 with acids,It turns lime water milky,It liberates ammonia,It decolorizes bromine,A,8
Chemistry,What is the primary source of aromatic hydrocarbons?,Coal tar,Petroleum,Natural gas,Plants,A,0
Chemistry,Which petroleum fraction has the lowest boiling point?,Lubricating oil,Kerosene,Petrol,Petroleum gas,D,0
Chemistry,What is the main purpose of fractional distillation of crude oil?,To break down molecules,To separate into fractions,To remove impurities,To increase octane number,B,0
Chemistry,Which process converts straight-chain hydrocarbons to branched-chain ones?,Cracking,Reforming,Polymerization,Distillation,B,4
Chemistry,What is the octane number of a fuel that causes severe knocking?,0,50,100,25,A,0
Chemistry,Which of the following is a petrochemical?,Ethanol from fermentation,Methane from natural gas,Benzene from coal tar,All of the above,D,3
Chemistry,What is the primary raw material for the soap industry?,Petroleum,Animal fat or vegetable oil,Coal,Natural gas,B,3
Chemistry,Which industry produces substances like antibiotics and vaccines?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,B,3
Chemistry,What is the main component of cement?,Clay and limestone,Sand and water,Gypsum and salt,Coal and oil,A,3
Chemistry,Which of the following is a heavy chemical?,A perfume,A laboratory reagent,Sulphuric acid,A drug,C,7
Chemistry,What is the pH of a solution with hydroxide ion concentration of 1×10⁻³ mol/dm³?,3,11,7,14,B,8
Chemistry,Which salt is used in dry cells as an electrolyte?,Sodium chloride,Ammonium chloride,Calcium carbonate,Silver nitrate,B,5
Chemistry,What is the chemical name for baking soda?,Sodium carbonate,Sodium hydrogen trioxocarbonate(IV),Sodium trioxocarbonate(IV),Sodium chloride,B,7
Chemistry,Which property makes diamond suitable for jewelry?,Its hardness,Its electrical conductivity,Its refractive index,Its solubility,C,1
Chemistry,What is the main use of carbon black?,As a lubricant,In printer's ink,As a fuel,In nuclear reactors,B,1
Chemistry,Which gas is produced when calcium trioxocarbonate(IV) reacts with dilute HCl?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,C,8
Chemistry,What is the chemical test for carbon(II) oxide?,It turns lime water milky,It burns with a blue flame,It has no effect on lime water,It decolorizes bromine,B,1
Chemistry,Which product from destructive distillation of coal is used in making dyes?,Coal gas,Ammoniacal liquor,Coal tar,Coke,C,0
Chemistry,What is the primary composition of water gas?,CO and H2,CO and N2,CH4 and H2,CO2 and H2,A,0
Chemistry,Which process increases the yield of petrol from heavy oil fractions?,Reforming,Cracking,Polymerization,Distillation,B,4
Chemistry,What is the primary raw material for the Haber process?,Oxygen,Nitrogen,Hydrogen,Carbon,B,3
Chemistry,Which industry is associated with the production of urea?,Fertilizer industry,Pharmaceutical industry,Plastic industry,Paint industry,A,3
Chemistry,What is the definition of an acid as a proton donor?,A substance that accepts protons,A substance that donates protons,A substance that produces OH- ions,A substance that turns blue litmus red,B,2
Chemistry,Which of the following is NOT a source of organic acids?,Vinegar,Milk,Lime,Mineral elements,D,2
Chemistry,What is the basicity of H3PO4?,1,2,3,4,C,8
Chemistry,Which property is common to all acids?,They turn red litmus blue,They have a sour taste,They feel soapy,They are insoluble in water,B,2
Chemistry,What gas is produced when dilute H2SO4 reacts with magnesium?,SO2,H2,CO2,O2,B,8
Chemistry,Which method of acid preparation involves combining hydrogen and chlorine?,Acid anhydride method,Direct combination,Displacement from salt,Precipitation method,B,2
Chemistry,What is the pH of a solution with [H+] = 1×10⁻⁷ mol/dm³?,1,7,14,0,B,8
Chemistry,Which of the following is a strong acid?,CH3COOH,H2CO3,H2SO3,HCl,D,2
Chemistry,What is produced when copper(II) oxide reacts with hydrochloric acid?,Copper chloride and water,Copper and chlorine,Copper hydroxide and water,Copper and hydrogen,A,2
Chemistry,Which type of salt contains replaceable hydrogen atoms?,Normal salt,Basic salt,Acid salt,Double salt,C,5
Chemistry,Which salt is used in making plaster of Paris?,CaSO4,NaCl,KNO3,CaCO3,A,5
Chemistry,What is the best method to recover CuSO4 from its solution?,Evaporation to dryness,Crystallization,Decantation,Filtration,B,7
Chemistry,Which hydrated salt is blue in color?,Na2CO3·10H2O,CuSO4·5H2O,CaCl2·6H2O,MgSO4·7H2O,B,5
Chemistry,What process occurs when NaOH pellets absorb moisture and form a solution?,Efflorescence,Deliquescence,Hygroscopy,Hydrolysis,B,4
Chemistry,Which carbon allotrope is used in cutting tools?,Graphite,Charcoal,Diamond,Lampblack,C,1
Chemistry,Why is diamond a poor conductor of electricity?,It has free electrons,It has no free electrons,It is soft,It has a layer structure,B,1
Chemistry,What is the main element in coal besides carbon?,Oxygen,Hydrogen,Nitrogen,Sulphur,A,0
Chemistry,Which form of carbon is used in sugar refining?,Graphite,Animal charcoal,Coke,Diamond,B,1
Chemistry,What is produced when carbon reduces steam?,CO and H2,CO2 and H2,CH4 and H2,CO and O2,A,1
Chemistry,How is CO2 commercially obtained from limestone?,Heating CaCO3,Reacting CaO with water,Heating CaSO4,Reacting CaCO3 with acid,A,1
Chemistry,What happens when CO2 is passed through water?,Forms H2CO3,Forms H2SO4,Forms HNO3,Forms HCl,A,1
Chemistry,Which gas is produced by reacting oxalic acid with conc. H2SO4?,CO2,CO,H2,CH4,B,4
Chemistry,What is the main use of water gas?,As a reducing agent,As a fuel,In fire extinguishers,In fertilizers,B,0
Chemistry,"Which coal type is called ""brown coal""?",Anthracite,Bituminous,Lignite,Peat,C,0
Chemistry,What liquid product from coal distillation contains ammonia?,Coal tar,Ammoniacal liquor,Coal gas,Coke,B,0
Chemistry,Which fuel gas contains nitrogen as its main component?,Water gas,Producer gas,Natural gas,Coal gas,B,0
Chemistry,What is the chemical formula for carbonic acid?,H2CO3,HCO3-,CO3²-,CO2,A,2
Chemistry,How is CaCO3 prepared in the laboratory?,By precipitation,By direct combination,By heating,By distillation,A,8
Chemistry,What is observed when dilute acid is added to CaCO3?,No reaction,Effervescence,Color change,Precipitation formation,B,8
Chemistry,What is the primary source of alkanes?,Coal tar,Petroleum,Plants,Animals,B,4
Chemistry,Which petroleum fraction is used in diesel engines?,Petrol,Kerosene,Diesel oil,Lubricating oil,C,0
Chemistry,What is the purpose of cracking?,To separate fractions,To break large molecules,To combine molecules,To remove sulphur,B,1
Chemistry,Which process improves petrol quality by changing molecular structure?,Cracking,Reforming,Distillation,Polymerization,B,4
Chemistry,What is the octane number of high-quality petrol?,0,50,100,25,C,0
Chemistry,Which is NOT a petrochemical?,Benzene,Ethylene,Ammonia,Table salt,D,3
Chemistry,What is the main raw material for detergents?,Petroleum,Animal fat,Vegetable oil,Coal,A,3
Chemistry,Which industry produces aspirin and antibiotics?,Fertilizer,Pharmaceutical,Paint,Plastic,B,3
Chemistry,What are the main components of mortar?,Cement and water,Cement and sand,Cement and gravel,Cement and lime,B,3
Chemistry,Which is a fine chemical?,Sulphuric acid,Sodium hydroxide,Laboratory reagent,Ammonia,C,7
