Chemistry,What is a petrochemical?,A chemical derived from plants,A chemical derived from petroleum,A type of fuel,A type of metal ore,B
Chemistry,Which of the following is a heavy chemical?,A perfume,A drug,Sulphuric acid,A pesticide,C
Chemistry,What is the primary raw material for the plastic industry?,Coal,Natural gas,Ethene from petroleum,Sodium chloride,C
Chemistry,Which industry produces substances like NH4NO3 and urea?,Paint industry,Fertilizer industry,Pharmaceutical industry,Cement industry,B
Chemistry,What is the main component of natural gas?,Ethane,Propane,Methane,Butane,C
Chemistry,Which of the following is a fine chemical?,Sodium hydroxide,Sulphuric acid,A laboratory reagent,Ammonia,C
Physics,The S.I. unit of heat is _____.,joule,calorie,newton,watt,A
Physics,The S.I. unit of temperature is _____.,degree Celsius,kelvin,centigrade,fahrenheit,B
Physics,The instrument used to measure temperature is the _____.,thermometer,barometer,hygrometer,manometer,A
Physics,The fixed points on the Celsius scale are based on _____.,boiling and freezing points of water,melting and sublimation points,room temperature and pressure,boiling and condensation points,A
Physics,The ice point on the Celsius scale is _____.,0°C,100°C,273°C,37°C,A
Physics,The steam point on the Celsius scale is _____.,0°C,100°C,37°C,212°C,B
Physics,Temperature is a measure of the _____.,degree of hotness or coldness,quantity of heat,amount of energy,pressure of a gas,A
Physics,Heat is a form of _____.,energy,matter,light,force,A
Physics,When a body absorbs heat, its temperature _____.,increases,decreases,remains constant,disappears,A
Physics,When a body loses heat, its temperature _____.,increases,decreases,remains constant,freezes,B
Physics,The process by which heat is transferred through a metal rod is called _____.,conduction,convection,radiation,reflection,A
Physics,The process by which heat is transferred through a fluid is called _____.,convection,conduction,radiation,evaporation,A
Physics,The process by which heat is transferred without a medium is called _____.,radiation,conduction,convection,evaporation,A
Physics,Metals are good conductors of heat because they contain _____.,free electrons,atoms,protons,ions,A
Physics,In a vacuum flask, heat loss by conduction is prevented by _____.,glass stopper,air gap,silvered surface,plastic cover,B
Physics,In a vacuum flask, heat loss by radiation is prevented by _____.,silvered surface,air gap,plastic lid,double wall,A
Physics,In a vacuum flask, heat loss by convection is prevented by _____.,vacuum,metallic cover,silvered surface,plastic cork,A
Physics,The S.I. unit of specific heat capacity is _____.,J/kgK,J/kg,J/K,W/kg,B
Physics,Specific heat capacity is defined as the quantity of heat required to raise the temperature of _____.,1 kg of a substance by 1 K,1 g of a substance by 1 K,1 kg of water by 100 K,1 kg of a substance by 10 K,A
Physics,The heat energy required to change a solid to liquid at constant temperature is called _____.,latent heat of fusion,latent heat of vaporization,specific heat,conduction,A
Physics,The latent heat of vaporization refers to the heat needed to _____.,change liquid to gas,change solid to liquid,boil water to 50°C,heat a solid substance,A
Physics,The S.I. unit of latent heat is _____.,J/kg,J/K,J,W,A
Physics,Evaporation takes place at _____.,all temperatures,100°C,0°C,high temperature only,A
Physics,Boiling takes place at _____.,a fixed temperature,all temperatures,low temperature,changing temperature,A
Physics,Evaporation causes cooling because _____.,the faster molecules escape,heat is produced,temperature increases,liquid expands,A
Physics,Expansion of solids when heated is due to _____.,increase in molecular motion,chemical reaction,increase in mass,decrease in pressure,A
Physics,The expansion of a solid depends on _____.,the nature of the material,the color of the solid,its weight,its density,A
Physics,The rise in the level of mercury in a thermometer is due to _____.,expansion of mercury,pressure of gas,contraction of glass,temperature drop,A
Physics,A bimetallic strip bends when heated because the metals _____.,expand unequally,are different in color,contract equally,are similar,A
Physics,The expansion of liquids is measured using _____.,dilatometers,thermometers,barometers,calorimeters,A
Physics,The S.I. unit of linear expansivity is _____.,K⁻¹,J/kgK,m/s,K,A
Physics,The linear expansivity of a material depends on _____.,its nature and temperature change,its size only,its color,its density,A
Physics,An example of expansion in everyday life is _____.,cracking of glass in hot water,rust formation,evaporation of water,boiling of water,A
Physics,A thermostat works on the principle of _____.,bimetallic strip expansion,evaporation,heat radiation,reflection of heat,A
Physics,When a metal ring is heated, the hole in it _____.,expands,contracts,remains same,disappears,A
Physics,The quantity of heat gained or lost by a body is given by _____.,Q = mcΔθ,Q = mgh,Q = pt,Q = mv²,A
Physics,The specific heat capacity of water is approximately _____.,4200 J/kgK,1000 J/kgK,2100 J/kgK,8000 J/kgK,A
Physics,The specific latent heat of fusion of ice is approximately _____.,3.36 × 10⁵ J/kg,2.1 × 10³ J/kg,4.2 × 10³ J/kg,1.0 × 10⁵ J/kg,A
Physics,The specific latent heat of vaporization of steam is approximately _____.,2.26 × 10⁶ J/kg,4.2 × 10³ J/kg,3.36 × 10⁵ J/kg,1.0 × 10⁴ J/kg,A
Physics,When ice melts at 0°C, its temperature remains constant because _____.,heat is used to change its state,heat is lost to the air,temperature cannot rise,heat escapes quickly,A
Physics,When water boils, its temperature remains constant because _____.,heat is used to change its state,steam escapes,pressure increases,temperature drops,A
Physics,The device used to measure the quantity of heat is called a _____.,calorimeter,thermometer,barometer,voltmeter,A
Physics,The transfer of heat through space is called _____.,radiation,conduction,convection,expansion,A
Physics,The polished surface of a vacuum flask reduces heat loss by _____.,radiation,conduction,convection,evaporation,A
Physics,The property of a material that resists heat flow is called _____.,thermal resistance,thermal conductivity,heat capacity,expansivity,A
Physics,The higher the thermal conductivity of a material, the _____ it conducts heat.,faster,slower,less efficiently,poorer,A
Physics,A poor conductor of heat is called a _____.,insulator,transmitter,conductor,absorber,A
Physics,An example of a good conductor of heat is _____.,copper,wood,plastic,glass,A
Physics,An example of an insulator is _____.,rubber,aluminum,silver,copper,A
Physics,The process by which heat energy moves from the sun to the earth is _____.,radiation,conduction,convection,expansion,A
Chemistry,What is the primary source of organic acids?,Mineral elements,Plants and animal materials,Inorganic matter,Synthetic processes,B
Chemistry,Which of the following acids is monobasic?,H2SO4,H3PO4,HNO3,H2CO3,C
Chemistry,What happens when a dilute acid reacts with a trioxocarbonate(IV) salt?,Salt and hydrogen gas are produced,Salt, water and carbon dioxide are produced,Only salt is produced,The solution turns blue,B
Chemistry,Which of the following is a property of alkalis?,They turn red litmus blue,They have a sour taste,They are corrosive to skin,They produce H+ ions in water,A
Chemistry,What is formed when an alkali reacts with an ammonium salt?,Salt and hydrogen gas,Salt, water and ammonia gas,Only salt is produced,Water and carbon dioxide,B
Chemistry,Which type of salt contains water molecules loosely attached to its structure?,Anhydrous salt,Efflorescent salt,Deliquescent salt,Hydrated salt,D
Chemistry,What is the process called when a hydrated salt loses its water of crystallization on exposure to air?,Deliquescence,Efflorescence,Hygroscopy,Hydrolysis,B
Chemistry,Which of the following is a use of calcium trioxocarbonate(IV)?,As a fuel,In making cement,As a drying agent,In fire extinguishers,B
Chemistry,What is the main reason graphite is used as a lubricant?,It has a high density,It is a good conductor,Its layers can slide over each other,It is very hard,C
Chemistry,Which of the following statements about diamond is correct?,It conducts electricity,It has a low melting point,It is the hardest natural substance,It is soft and slippery,C
Chemistry,What is produced when carbon reduces iron(III) oxide?,Iron and carbon dioxide,Iron and carbon monoxide,Iron and water,Iron and oxygen,B
Chemistry,Which gas is used in fire extinguishers because it does not support combustion?,Carbon(II) oxide,Producer gas,Carbon(IV) oxide,Water gas,C
Chemistry,What is the chemical test for carbon(IV) oxide?,It turns lime water milky,It burns with a pop sound,It decolorizes bromine water,It turns cobalt chloride paper pink,A
Chemistry,Why is carbon(II) oxide dangerous to humans?,It supports combustion,It is highly flammable,It combines with haemoglobin in blood,It has a strong odor,C
Chemistry,Which type of coal has the highest carbon content?,Peat,Lignite,Bituminous,Anthracite,D
Chemistry,What is the liquid product obtained from destructive distillation of coal?,Coal gas,Ammoniacal liquor,Coke,Producer gas,B
Chemistry,Which fuel gas is a mixture of carbon monoxide and nitrogen?,Water gas,Producer gas,Natural gas,Coal gas,B
Chemistry,What is the main component of natural gas?,Ethane,Propane,Methane,Butane,C
Chemistry,Which process increases the octane rating of petrol?,Cracking,Reforming,Fractional distillation,Destructive distillation,B
Chemistry,What is the octane number of n-heptane?,0,50,100,25,A
Chemistry,Which industry produces substances like paints and dyes?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,C
Chemistry,What is the primary raw material for the manufacture of cement?,Clay and limestone,Coal and water,Petroleum and air,Sand and salt,A
Chemistry,Which of the following is a fine chemical?,Sulphuric acid,Sodium hydroxide,A laboratory reagent,Ammonia gas,C
Chemistry,What is the main use of fertilizers?,To cure diseases,To increase agricultural production,As building materials,As fuel additives,B
Chemistry,Which substance is used as an electrolyte in lead-acid accumulators?,Hydrochloric acid,Sulphuric acid,Nitric acid,Ethanoic acid,B
Chemistry,What is the pH range of an alkaline solution?,0-6,7,8-14,1-14,C
Chemistry,Which salt is used as a laxative in medicine?,Sodium chloride,Calcium carbonate,Magnesium sulphate,Ammonium chloride,C
Chemistry,What happens when sodium hydrogen trioxocarbonate(IV) is heated?,It melts,It decomposes to sodium carbonate, water and CO2,It turns into a gas,It becomes deliquescent,B
Chemistry,Which of the following is an example of a complex salt?,Sodium chloride,Potassium alum,Calcium carbonate,Ammonium nitrate,B
Chemistry,What is the chemical formula for ammoniacal liquor?,NH4Cl,NH4OH,NH3,H2O,B
Chemistry,Which petroleum fraction is used in making candles and polishes?,Petrol,Kerosene,Lubricating oil,Bitumen,C
Chemistry,What is the process of breaking down large hydrocarbon molecules into smaller ones called?,Reforming,Polymerization,Cracking,Fractional distillation,C
